object_family,subfield,entry_kind,semantic_note,source_surface,write_semantics,review_status
gift_card_product_set_input,title,domain_value,GiftCardProductSetInput.title,admin_graphql_gift_card_product,giftCardProductSet; list fields replace omitted entries,INITIAL_RESEARCH
gift_card_product_set_input,variants,structured_capability,GiftCardProductSetInput.variants,admin_graphql_gift_card_product,giftCardProductSet; list fields replace omitted entries,INITIAL_RESEARCH
gift_card_product_set_input,vendor,domain_value,GiftCardProductSetInput.vendor,admin_graphql_gift_card_product,giftCardProductSet; list fields replace omitted entries,INITIAL_RESEARCH
gift_card_variant_set_input,barcode,domain_value,GiftCardProductVariantSetInput.barcode,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,file,structured_capability,GiftCardProductVariantSetInput.file,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,id,external_system_metadata,GiftCardProductVariantSetInput.id,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,metafields,structured_capability,GiftCardProductVariantSetInput.metafields,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,optionValues,structured_capability,GiftCardProductVariantSetInput.optionValues,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,position,domain_value,GiftCardProductVariantSetInput.position,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,price,domain_value,GiftCardProductVariantSetInput.price,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,published,domain_value,GiftCardProductVariantSetInput.published,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
gift_card_variant_set_input,sku,domain_value,GiftCardProductVariantSetInput.sku,admin_graphql_gift_card_product,"giftCardProductSet; defaults non-taxable, no shipping, inventory untracked",INITIAL_RESEARCH
taxonomy_category,ancestorIds,external_system_metadata,TaxonomyCategory.ancestorIds,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,attributes,structured_capability,TaxonomyCategory.attributes,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,childrenIds,external_system_metadata,TaxonomyCategory.childrenIds,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,fullName,schema_metadata,TaxonomyCategory.fullName,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,id,external_system_metadata,TaxonomyCategory.id,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,isArchived,schema_metadata,TaxonomyCategory.isArchived,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,isLeaf,schema_metadata,TaxonomyCategory.isLeaf,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,isRoot,schema_metadata,TaxonomyCategory.isRoot,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,level,schema_metadata,TaxonomyCategory.level,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,name,schema_metadata,TaxonomyCategory.name,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
taxonomy_category,parentId,external_system_metadata,TaxonomyCategory.parentId,admin_graphql_taxonomy,Shopify-owned standard taxonomy; read schema,INITIAL_RESEARCH
quantity_price_break,id,external_system_metadata,QuantityPriceBreak.id,admin_graphql_pricelists,quantity-pricing mutation certification pending,INITIAL_RESEARCH
quantity_price_break,minimumQuantity,domain_value,QuantityPriceBreak.minimumQuantity,admin_graphql_pricelists,quantity-pricing mutation certification pending,INITIAL_RESEARCH
quantity_price_break,price,domain_value,QuantityPriceBreak.price,admin_graphql_pricelists,quantity-pricing mutation certification pending,INITIAL_RESEARCH
quantity_price_break,priceList,external_system_metadata,QuantityPriceBreak.priceList,admin_graphql_pricelists,quantity-pricing mutation certification pending,INITIAL_RESEARCH
quantity_price_break,variant,external_system_metadata,QuantityPriceBreak.variant,admin_graphql_pricelists,quantity-pricing mutation certification pending,INITIAL_RESEARCH
standard_product_review,rating,schema_metadata,Product Review standard field type=rating; required=true,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,title,schema_metadata,Product Review standard field type=single_line_text_field; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,body,schema_metadata,Product Review standard field type=multi_line_text_field; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,submitted_at,schema_metadata,Product Review standard field type=date_time; required=true,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,edited_at,schema_metadata,Product Review standard field type=date_time; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,published_at,schema_metadata,Product Review standard field type=date_time; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,source,schema_metadata,Product Review standard field type=single_line_text_field; required=true,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,author,schema_metadata,Product Review standard field type=customer_reference; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,author_display_name,schema_metadata,Product Review standard field type=single_line_text_field; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,order,schema_metadata,Product Review standard field type=order_reference; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,product,schema_metadata,Product Review standard field type=product_reference; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,product_variant,schema_metadata,Product Review standard field type=variant_reference; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,merchant_reply,schema_metadata,Product Review standard field type=multi_line_text_field; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,merchant_replied_at,schema_metadata,Product Review standard field type=date_time; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,media_urls,schema_metadata,Product Review standard field type=list.url; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,language,schema_metadata,Product Review standard field type=language; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
standard_product_review,app_verification_status,schema_metadata,Product Review standard field type=single_line_text_field; required=false,shopify_standard_metaobjects,approved-partner standard metaobject capability,INITIAL_RESEARCH
